;count;stem;variants;as_noun;as_ajct;as_verb;as_other
1276;6;desol;desolation;6;0;0;0
1277;6;strung;strung;0;0;6;0
1278;6;cell;cell;6;0;0;0
1279;6;splendour;splendour;6;0;0;0
1280;6;countri;country;6;0;0;0
1281;6;futil;futile;0;5;1;0
1282;6;guitar;guitar;5;0;1;0
1283;6;creator;creator;6;0;0;0
1284;6;wrathchild;wrathchild;4;2;0;0
1285;6;eight;eight;0;0;0;6
1286;6;christ;christ;6;0;0;0
1287;6;patrol;patrol;3;0;3;0
1288;6;cherish;cherish;0;0;6;0
1289;6;stuff;stuff;5;1;0;0
1290;6;misti;misty;1;5;0;0
1291;6;quiet;quiet;1;5;0;0
1292;6;whose;whose;0;0;0;6
1293;6;ho;ho;6;0;0;0
1294;6;action;action;6;0;0;0
1295;6;meant;meant;0;0;6;0
1296;6;furi;fury;5;1;0;0
1297;6;ann;anne;5;0;0;1
1298;6;trail;trail;6;0;0;0
1299;6;braveri;bravery;6;0;0;0
1300;6;rhythm;rhythm;6;0;0;0
1301;6;blown;blown;0;0;5;1
1302;6;despair;despair;3;1;2;0
1303;6;crossroad;crossroads;6;0;0;0
1304;6;valiant;valiant / valiants;1;4;1;0
1305;6;laughter;laughter;6;0;0;0
1306;6;chariot;chariot;6;0;0;0
1307;6;green;green;0;6;0;0
1308;6;histori;history;6;0;0;0
1309;6;spectr;spectre;6;0;0;0
1310;6;vincero;vincero;6;0;0;0
1311;6;bloodshe;bloodsheed;6;0;0;0
1312;6;harm;harm;4;0;2;0
1313;6;english;english;0;4;2;0
1314;6;stake;stake;6;0;0;0
1315;6;chamber;chamber / chambers;6;0;0;0
1316;6;repent;repent / repentance;5;0;1;0
1317;6;rhyme;rhyme;5;0;1;0
1318;6;south;south;4;1;0;1
1319;6;dive;diving;0;0;6;0
1320;6;ray;rays;5;0;1;0
1321;6;awak;awake;5;0;1;0
1322;6;glad;glad;1;4;1;0
1323;6;nam;nam;1;0;4;1
1324;6;blister;blister;2;0;4;0
1325;6;dixi;dixie;2;4;0;0
1326;5;alien;alien / aliens;1;3;1;0
1327;5;laser;laser / lasers;3;1;0;1
1328;5;distort;distort / distorts;1;0;4;0
1329;5;approach;approached / approaching / approach;0;0;5;0
1330;5;explain;explain / explained;3;0;2;0
1331;5;coward;cowards / coward;5;0;0;0
1332;5;resurrect;resurrection / resurrected / resurrect;2;0;3;0
1333;5;swing;swing / swinging / swings;1;0;4;0
1334;5;muscl;muscle / muscles;5;0;0;0
1335;5;aim;aim / aiming;3;0;2;0
1336;5;page;page / pages;5;0;0;0
1337;5;scan;scan / scanning;0;1;4;0
1338;5;wit;witness / wits;3;1;0;1
1339;5;weak;weak / weakness;1;4;0;0
1340;5;carv;carved / carve;0;0;5;0
1341;5;devour;devouring / devour / devoured;0;1;4;0
1342;5;juic;juice / juicing / juices;3;0;2;0
1343;5;mess;mess / messing / messed;2;0;3;0
1344;5;sentenc;sentenced / sentence;1;0;4;0
1345;5;sanctuari;sanctuary;1;4;0;0
1346;5;deadtim;deadtime;4;1;0;0
1347;5;gleam;gleam / gleaming;1;0;4;0
1348;5;hurt;hurt / hurting;1;0;4;0
1349;5;quit;quite / quit;0;0;1;4
1350;5;blacken;blackened / blacken / blackening;0;1;4;0
1351;5;wire;wire / wired / wires;4;0;1;0
1352;5;bomb;bomb / bombs;4;0;0;1
1353;5;drain;drained / draining / drain / drains;0;1;4;0
1354;5;obey;obey / obeying;1;0;4;0
1355;5;accus;accusing / accuse;0;0;4;1
1356;5;cloth;clothing / clothe / cloth / clothes;4;0;1;0
1357;5;imagin;imagination / imagine;3;0;2;0
1358;5;limb;limb / limbs;3;0;2;0
1359;5;thrill;thrill / thrills;5;0;0;0
1360;5;steed;steed / steeds;5;0;0;0
1361;5;intent;intention / intent / intentions;4;0;1;0
1362;5;belief;belief / beliefs;5;0;0;0
1363;5;provid;providence / provider;1;0;0;4
1364;5;bar;bar / bars;5;0;0;0
1365;5;bit;bit / bits;5;0;0;0
1366;5;mouth;mouth / mouths;5;0;0;0
1367;5;arrow;arrows / arrow;5;0;0;0
1368;5;predict;prediction / predictions / predicting / predictable;3;1;1;0
1369;5;pack;pack / packing;4;0;1;0
1370;5;sort;sort / sorts;4;0;1;0
1371;5;chest;chest / chests;3;2;0;0
1372;5;wrap;wrapped / wrap;1;0;4;0
1373;5;mix;mix / mixed;1;2;2;0
1374;5;complet;complete / completely;0;4;0;1
1375;5;natur;nature / natural / naturally;2;2;0;1
1376;5;sell;sell / selling;0;0;5;0
1377;5;institut;institutional / institution;2;3;0;0
1378;5;blast;blast / blasting;2;0;3;0
1379;5;week;week / weeks;5;0;0;0
1380;5;rich;riches / rich;4;1;0;0
1381;5;divid;divide / divided;4;0;1;0
1382;5;special;special;0;5;0;0
1383;5;disast;disaster;5;0;0;0
1384;5;instead;instead;0;0;0;5
1385;5;total;total;0;5;0;0
1386;5;velvet;velvet;5;0;0;0
1387;5;heartbeat;heartbeat;5;0;0;0
1388;5;poor;poor;0;5;0;0
1389;5;wilder;wilderness;5;0;0;0
1390;5;cool;cool;2;2;1;0
1391;5;foot;foot;5;0;0;0
1392;5;hi;hi;4;1;0;0
1393;5;funni;funny;2;1;2;0
1394;5;laid;laid;0;0;5;0
1395;5;tranc;trance;5;0;0;0
1396;5;hurrican;hurricane;5;0;0;0
1397;5;autumn;autumn;5;0;0;0
1398;5;amen;amen;2;0;1;2
1399;5;helpless;helpless;3;2;0;0
1400;5;sunshin;sunshine;5;0;0;0
1401;5;accept;accept;0;1;2;2
1402;5;vultur;vultures;5;0;0;0
1403;5;messag;message;5;0;0;0
1404;5;gendarm;gendarmes;5;0;0;0
1405;5;onto;onto;0;0;0;5
1406;5;okay;okay;4;0;1;0
1407;5;deepest;deepest;0;5;0;0
1408;5;k;k;5;0;0;0
1409;5;breaker;breaker;5;0;0;0
1410;5;deserv;deserve;1;0;4;0
1411;5;voodoo;voodoo;5;0;0;0
1412;5;certain;certain;0;5;0;0
1413;5;3;3;0;0;0;5
1414;5;trick;trick / tricks;2;0;3;0
1415;5;pharaoh;pharaohs;1;4;0;0
1416;5;america;america;4;1;0;0
1417;5;f;f;0;5;0;0
1418;5;sheep;sheep;1;4;0;0
1419;5;sat;sat;0;0;5;0
1420;5;crew;crew;4;0;1;0
1421;5;energi;energy;5;0;0;0
1422;5;stripe;stripes;4;0;1;0
1423;5;mystic;mystic;0;5;0;0
1424;5;bottl;bottle;5;0;0;0
1425;5;whatev;whatever;1;0;0;4
1426;5;comet;comet;5;0;0;0
1427;5;doubl;double;0;5;0;0
1428;5;osiri;osiris;0;0;0;5
1429;5;hypnot;hypnotized / hypnotizing / hypnotize;0;1;4;0
1430;5;shut;shut;0;1;4;0
1431;5;bag;bags;5;0;0;0
1432;5;runner;runner;5;0;0;0
1433;5;driven;driven;0;0;5;0
1434;5;majesti;majesty;3;2;0;0
1435;5;serpent;serpent;5;0;0;0
1436;5;buy;buy;0;0;5;0
1437;5;pressur;pressure;5;0;0;0
1438;5;sweet;sweet;0;4;1;0
1439;5;pole;pole;4;0;1;0
1440;5;built;built;0;0;5;0
1441;5;inner;inner;0;5;0;0
1442;5;forsaken;forsaken;0;3;2;0
1443;5;em;em;3;2;0;0
1444;5;vanquish;vanquished;0;4;1;0
1445;5;elect;elected;0;0;5;0
1446;5;moral;morals / morality;5;0;0;0
1447;5;centuri;centuries / century;5;0;0;0
1448;5;ga;gas;5;0;0;0
1449;5;demand;demand / demanding;3;0;2;0
1450;5;angri;angry / angriness;1;4;0;0
1451;5;un;un;0;5;0;0
1452;5;avenu;avenue / avenues;5;0;0;0
1453;5;understood;understood;1;1;3;0
1454;5;prevail;prevailing / prevailed / prevail;1;0;4;0
1455;5;news;news;5;0;0;0
1456;5;countless;countless;1;4;0;0
1457;5;soar;soar / soaring;0;0;5;0
1458;5;garden;garden / gardens;5;0;0;0
1459;5;slam;slammed / slam / slams;2;0;3;0
1460;5;stage;stage;5;0;0;0
1461;5;justifi;justify;0;0;5;0
1462;5;babe;babe;4;0;0;1
1463;5;geniu;genius;5;0;0;0
1464;5;leap;leap / leaps;0;0;5;0
1465;5;phobia;phobia;5;0;0;0
1466;5;valley;valley;5;0;0;0
1467;5;discoveri;discovery;4;0;1;0
1468;5;constant;constant;0;5;0;0
1469;5;guilt;guilt;5;0;0;0
1470;5;stell;stelle;3;0;2;0
1471;5;whole;whole;2;3;0;0
1472;5;fog;fog;5;0;0;0
1473;5;legion;legions;5;0;0;0
1474;5;paradis;paradise;5;0;0;0
1475;5;jungl;jungle;5;0;0;0
1476;5;amidst;amidst;0;2;2;1
1477;5;drool;drooling / drool;1;0;4;0
1478;5;glanc;glance;3;0;2;0
1479;5;runaway;runaway;0;5;0;0
1480;5;dear;dear;3;2;0;0
1481;5;dancer;dancer;5;0;0;0
1482;5;breez;breeze;5;0;0;0
1483;5;remov;remove / removed;0;0;5;0
1484;5;teeth;teeth;5;0;0;0
1485;5;fun;fun;4;1;0;0
1486;5;captur;captured / capture;2;3;0;0
1487;5;falter;falter / faltered;1;0;3;1
1488;5;nice;nice;0;4;0;1
1489;5;evok;evoking / evoke;0;0;5;0
1490;5;caress;caress;5;0;0;0
1491;5;illus;illusion;5;0;0;0
1492;4;except;except / exception / exceptions;2;0;0;2
1493;4;vagu;vagueness / vague;4;0;0;0
1494;4;surround;surrounded / surround;0;0;3;1
1495;4;wipe;wipes / wipe / wiped;1;0;3;0
1496;4;blasphem;blasphemous / blasphemed / blasphemers;1;2;1;0
1497;4;beam;beams / beam / beaming;3;0;1;0
1498;4;fri;fries / fry / fried;2;0;2;0
1499;4;shit;shit / shitting;1;1;2;0
1500;4;bolt;bolted / bolts;2;0;2;0
1501;4;mistak;mistake / mistakes;4;0;0;0
1502;4;crave;crave / craving / craved;0;0;4;0
1503;4;impal;impaled / impaling / impale;0;0;4;0
1504;4;ignit;ignition / ignite / ignited;2;0;2;0
1505;4;threaten;threaten / threatening;0;0;4;0
1506;4;grind;grinding / grind;2;0;2;0
1507;4;martyr;martyr / martyrs;3;0;0;1
1508;4;measur;measure / measures;2;0;2;0
1509;4;jackal;jackals / jackal;4;0;0;0
1510;4;stumbl;stumble / stumbling / stumbled;0;3;1;0
1511;4;determin;determination / determined;3;1;0;0
1512;4;rack;rack / racks;2;0;2;0
1513;4;sneak;sneaking / sneak;0;0;4;0
1514;4;penetr;penetrate / penetrating;0;0;4;0
1515;4;ignor;ignore / ignorance;2;0;2;0
1516;4;case;case / cased;3;0;1;0
1517;4;bare;bare / barely;0;1;2;1
1518;4;foe;foe / foes;3;1;0;0
1519;4;busi;business / busy;3;1;0;0
1520;4;collect;collective / collect / collecting;1;1;2;0
1521;4;tower;tower / towers;4;0;0;0
1522;4;yield;yield / yielded;1;0;3;0
1523;4;erupt;erupted / erupts / erupt;2;0;2;0
1524;4;olden;olden;0;4;0;0
1525;4;ace;aces / ace;4;0;0;0
1526;4;chant;chanting / chants;2;0;2;0
1527;4;disintegr;disintegrate / disintegration;2;0;2;0
1528;4;defens;defenses / defense;4;0;0;0
1529;4;adult;adult / adults;4;0;0;0
1530;4;lover;lover / lovers;4;0;0;0
1531;4;compass;compass / compassion;4;0;0;0
1532;4;grab;grab / grabbed;1;0;3;0
1533;4;villain;villain / villainous;3;1;0;0
1534;4;chop;chopping / chopped;0;0;4;0
1535;4;limit;limit / limitations / limits;4;0;0;0
1536;4;raven;ravens / raven;3;1;0;0
1537;4;sow;sowing / sowed;0;0;4;0
1538;4;devast;devastated / devastates / devastation / devastating;1;0;3;0
1539;4;instruct;instructed / instructions / instruction;2;0;2;0
1540;4;coupl;couple / coupled;3;0;1;0
1541;4;plant;plant / planted;3;0;1;0
1542;4;split;split / splits;0;0;4;0
1543;4;outnumb;outnumbered / outnumber;0;0;4;0
1544;4;problem;problem / problems;4;0;0;0
1545;4;swallow;swallow / swallowed / swallows;1;0;3;0
1546;4;lash;lashes / lash / lashings;3;1;0;0
1547;4;despis;despise / despising / despised;0;1;3;0
1548;4;numb;numbing / numb;2;0;2;0
1549;4;lung;lunges / lunge;1;0;3;0
1550;4;fighter;fighter / fighters;3;1;0;0
1551;4;stir;stir / stirring;0;1;3;0
1552;4;color;color / colors;3;0;1;0
1553;4;worship;worship / worshipping;0;0;4;0
1554;4;shade;shades / shade;4;0;0;0
1555;4;suit;suit / suits;4;0;0;0
1556;4;mental;mentally / mental;0;1;0;3
1557;4;termin;terminate / termination / terminations;4;0;0;0
1558;4;pyre;pyre / pyres;4;0;0;0
1559;4;chill;chill / chilled / chilling;2;0;2;0
1560;4;weav;weaving / weave;2;0;2;0
1561;4;depart;departed / departs / depart;1;0;3;0
1562;4;depth;depths / depth;4;0;0;0
1563;4;preserv;preservation / preserved;2;0;2;0
1564;4;echo;echoing / echos / echo / echoes;1;0;3;0
1565;4;circuit;circuits / circuit;4;0;0;0
1566;4;ram;ram / ramming;2;0;2;0
1567;4;bang;bang / banging;1;0;3;0
1568;4;paint;paint / painted;1;2;1;0
1569;4;worri;worry / worried;1;1;2;0
1570;4;greet;greet / greeted / greeting;0;0;4;0
1571;4;earn;earned / earning;0;0;4;0
1572;4;hallelujah;hallelujah;2;2;0;0
1573;4;flower;flowers;4;0;0;0
1574;4;tough;tough;0;4;0;0
1575;4;lower;lower;0;3;1;0
1576;4;sigh;sigh;0;4;0;0
1577;4;freez;freezing;0;1;3;0
1578;4;oblivion;oblivion;3;0;0;1
1579;4;broke;broke;0;0;4;0
1580;4;thine;thine;1;3;0;0
1581;4;trigger;trigger;4;0;0;0
1582;4;zone;zone;4;0;0;0
1583;4;convers;conversation;4;0;0;0
1584;4;someday;someday;3;1;0;0
1585;4;ecstasi;ecstasy;1;2;1;0
1586;4;saviour;saviour;3;0;1;0
1587;4;fifteen;fifteen;1;3;0;0
1588;4;conqueror;conqueror;4;0;0;0
1589;4;hideou;hideous;0;4;0;0
1590;4;destructor;destructor;4;0;0;0
1591;4;captor;captor;4;0;0;0
1592;4;modern;modern;0;4;0;0
1593;4;tunnel;tunnel;4;0;0;0
1594;4;chrome;chrome;1;3;0;0
1595;4;rune;runes;4;0;0;0
1596;4;vanish;vanish;0;1;3;0
1597;4;mask;mask;4;0;0;0
1598;4;il;il;3;1;0;0
1599;4;forti;forty;2;2;0;0
1600;4;captain;captain;3;0;1;0
1601;4;third;third;1;3;0;0
1602;4;dominion;dominion;4;0;0;0
1603;4;john;john;4;0;0;0
1604;4;grey;grey;0;3;1;0
1605;4;suprem;supreme;1;2;0;1
1606;4;propheci;prophecy;4;0;0;0
1607;4;princess;princess;3;0;1;0
1608;4;pure;pure;4;0;0;0
1609;4;greater;greater;0;4;0;0
1610;4;trip;trip;4;0;0;0
1611;4;sharp;sharp;0;4;0;0
1612;4;sorri;sorry;2;1;1;0
1613;4;although;although;0;0;0;4
1614;4;terribl;terrible;0;4;0;0
1615;4;brighter;brighter;2;0;0;2
1616;4;ware;wares;4;0;0;0
1617;4;host;host;4;0;0;0
1618;4;tryin;tryin;1;1;2;0
1619;4;island;island;4;0;0;0
1620;4;abyss;abyss;3;1;0;0
1621;4;judgment;judgment;3;1;0;0
1622;4;knight;knights;4;0;0;0
1623;4;sympathi;sympathy;1;2;1;0
1624;4;afterlif;afterlife;4;0;0;0
1625;4;bore;bore;0;0;4;0
1626;4;banner;banners;4;0;0;0
1627;4;nevermor;nevermore;0;0;1;3
1628;4;ticket;ticket;4;0;0;0
1629;4;disgrac;disgrace;4;0;0;0
1630;4;almost;almost;0;0;0;4
1631;4;clearli;clearly;0;0;0;4
1632;4;simpli;simply;0;0;0;4
1633;4;nearbi;nearby;0;4;0;0
1634;4;vice;vice;4;0;0;0
1635;4;thrive;thrives;3;0;1;0
1636;4;defiant;defiant;0;4;0;0
1637;4;hmmm;hmmm;4;0;0;0
1638;4;clock;clock;4;0;0;0
1639;4;toss;toss;4;0;0;0
1640;4;woah;woah;3;1;0;0
1641;4;eve;eve;0;0;4;0
1642;4;cradl;cradle;4;0;0;0
1643;4;shroud;shrouded;0;0;4;0
1644;4;progress;progress;4;0;0;0
1645;4;allow;allowed;0;0;4;0
1646;4;weather;weather;2;1;1;0
1647;4;vain;vain;4;0;0;0
1648;4;spire;spires;4;0;0;0
1649;4;dirti;dirty;2;2;0;0
1650;4;lake;lake;4;0;0;0
1651;4;blank;blank;1;3;0;0
1652;4;ablaz;ablaze;1;1;2;0
1653;4;contact;contact;2;0;2;0
1654;4;decapit;decapitate;2;2;0;0
1655;4;mhhh;mhhh;3;1;0;0
1656;4;purpos;purpose;4;0;0;0
1657;4;triumph;triumph;3;0;1;0
1658;4;kitchen;kitchen;4;0;0;0
1659;4;spare;spare;0;1;3;0
1660;4;p;p;3;0;1;0
1661;4;undead;undead;2;2;0;0
1662;4;tramont;tramontate;4;0;0;0
1663;4;trust;trust;3;0;1;0
1664;4;restless;restless;1;3;0;0
1665;4;uniti;unity;4;0;0;0
1666;4;legaci;legacy;4;0;0;0
1667;4;apart;apart;0;0;1;3
1668;4;honey;honey;4;0;0;0
1669;4;mercuri;mercury;4;0;0;0
1670;4;unless;unless;0;0;0;4
1671;4;nerd;nerd;2;2;0;0
1672;4;sli;sly;0;0;0;4
1673;4;explan;explanation;4;0;0;0
1674;4;school;school;4;0;0;0
1675;4;weaker;weaker;0;4;0;0
1676;4;anna;anna;4;0;0;0
1677;4;whore;whore;2;0;1;1
1678;4;ing;ing;0;0;4;0
1679;4;hade;hades;4;0;0;0
1680;4;denner;denner;4;0;0;0
1681;4;ill;ill;2;0;0;2
1682;4;southern;southern;0;4;0;0
1683;4;anubi;anubis;2;0;0;2
1684;4;mansion;mansion;4;0;0;0
1685;4;bigfoot;bigfoot;4;0;0;0
1686;4;retreat;retreat;3;0;1;0
1687;4;jack;jack;2;0;2;0
1688;4;fair;fair;2;2;0;0
1689;4;howev;however;0;0;0;4
1690;4;13;13;0;0;0;4
1691;4;avoid;avoid;0;1;3;0
1692;4;wrought;wrought;0;0;4;0
1693;4;infidel;infidels;4;0;0;0
1694;4;starlit;starlit;4;0;0;0
1695;4;yawn;yawn;4;0;0;0
1696;4;state;state;4;0;0;0
1697;4;wage;wage;4;0;0;0
1698;4;heartbreak;heartbreak;4;0;0;0
1699;4;blink;blink;3;0;1;0
1700;4;fang;fangs;4;0;0;0
1701;4;hotel;hotel;4;0;0;0
1702;4;radio;radio;4;0;0;0
1703;4;london;london;0;2;2;0
1704;4;russia;russia;3;0;1;0
1705;4;luck;luck;4;0;0;0
1706;4;penanc;penance;4;0;0;0
1707;4;chao;chaos;4;0;0;0
1708;4;whiskey;whiskey;3;1;0;0
1709;4;overcom;overcome;0;0;4;0
1710;4;albatross;albatross;4;0;0;0
1711;4;b;b;4;0;0;0
1712;4;righteou;righteous;0;4;0;0
1713;4;stray;stray;0;0;4;0
1714;4;merchantman;merchantman;4;0;0;0
1715;4;bush;bushes;4;0;0;0
1716;4;armor;armor;4;0;0;0
1717;4;refuge;refugees;4;0;0;0
1718;4;lifeless;lifeless;0;3;0;1
1719;4;sale;sale;4;0;0;0
1720;4;instrument;instrumental;0;4;0;0
1721;3;robe;robe / robes;3;0;0;0
1722;3;constantli;constantly;0;0;0;3
1723;3;protector;protectors / protector;3;0;0;0
1724;3;priestess;priestess;3;0;0;0
1725;3;magazin;magazines / magazine;3;0;0;0
1726;3;pulver;pulverize;0;0;3;0
1727;3;vibrat;vibrations / vibrating / vibration;2;0;1;0
1728;3;borrow;borrow / borrowed;0;0;3;0
1729;3;period;period / periods;3;0;0;0
1730;3;perpetu;perpetual;0;3;0;0
1731;3;demis;demise;3;0;0;0
1732;3;treat;treated / treating / treat;0;0;3;0
1733;3;snarl;snarl;2;0;1;0
1734;3;realiti;reality;3;0;0;0
1735;3;masquerad;masquerade / masquerader;3;0;0;0
1736;3;attract;attracted / attract / attracting;1;0;2;0
1737;3;ought;ought;0;0;0;3
1738;3;saintli;saintly;0;0;0;3
1739;3;corrupt;corruption / corrupting;2;0;1;0
1740;3;spotlight;spotlights / spotlight;3;0;0;0
1741;3;maling;malingers;3;0;0;0
1742;3;knuckl;knuckles / knuckle;2;0;1;0
1743;3;nostalg;nostalgic;0;3;0;0
1744;3;leper;lepers / leper;3;0;0;0
1745;3;introduc;introduce;0;0;3;0
1746;3;agoni;agony;3;0;0;0
1747;3;zeu;zeus;1;0;2;0
1748;3;earli;early;0;0;0;3
1749;3;belli;belly / bellies;1;0;0;2
1750;3;puls;pulse;3;0;0;0
1751;3;peel;peeling;0;0;3;0
1752;3;social;social;0;3;0;0
1753;3;plead;plead / pleaded / pleading;1;0;2;0
1754;3;sourc;source;3;0;0;0
1755;3;realm;realm / realms;3;0;0;0
1756;3;dearli;dearly;0;0;0;3
1757;3;compel;compel / compelled / compelling;0;0;3;0
1758;3;popul;population;3;0;0;0
1759;3;impend;impending;0;3;0;0
1760;3;vindic;vindication / vindicator / vindicate;2;0;1;0
1761;3;grass;grass / grasses;3;0;0;0
1762;3;investig;investigation / investigate;2;0;1;0
1763;3;flag;flag / flags;3;0;0;0
1764;3;glare;glare / glares;3;0;0;0
1765;3;effect;effective / effects;1;2;0;0
1766;3;rot;rotting / rot;0;0;3;0
1767;3;mace;mace / maces;3;0;0;0
1768;3;civil;civilized / civilization;1;2;0;0
1769;3;skull;skull / skulls;3;0;0;0
1770;3;scheme;schemes / scheme;1;0;1;1
1771;3;mutil;mutilate / mutilation;3;0;0;0
1772;3;surg;surging / surge;1;0;2;0
1773;3;impass;impassioned / impassive;0;1;2;0
1774;3;ritual;ritual / rituals;2;1;0;0
1775;3;pluck;pluck / plucked;0;0;2;1
1776;3;servant;servants / servant;3;0;0;0
1777;3;evangel;evangels / evangelizing;2;0;1;0
1778;3;piss;piss / pissed;1;0;2;0
1779;3;preach;preach / preaching;1;0;2;0
1780;3;berserk;berserker / berserk;2;0;0;1
1781;3;lick;lick / licks;1;0;2;0
1782;3;sorceri;sorcery / sorceries;2;1;0;0
1783;3;steam;steam / steaming;2;0;1;0
1784;3;commit;commit / committed;0;0;3;0
1785;3;shackl;shackled / shackles;1;0;2;0
1786;3;kid;kids / kidding;2;0;1;0
1787;3;note;note / notes;3;0;0;0
1788;3;complac;complacency / complacent;2;1;0;0
1789;3;petrifi;petrifies / petrified;2;1;0;0
1790;3;score;scores / score;1;0;2;0
1791;3;visit;visit / visited;0;0;3;0
1792;3;omen;omen / omens;3;0;0;0
1793;3;hesit;hesitate / hesitating;0;0;3;0
1794;3;rat;rats / rat;3;0;0;0
1795;3;fork;forked / fork;1;0;2;0
1796;3;forsak;forsake / forsakes;1;0;2;0
1797;3;sever;severed / several;0;1;2;0
1798;3;strangl;strangle / strangled;2;0;1;0
1799;3;shape;shape / shapes;3;0;0;0
1800;3;leash;leash;2;1;0;0
1801;3;scatter;scattered / scatter;1;0;2;0
1802;3;fuel;fuel / fueled;2;0;1;0
1803;3;messeng;messenger / messengers;3;0;0;0
1804;3;scar;scarred / scars;1;0;2;0
1805;3;quell;quelled / quelle;0;0;2;1
1806;3;awaken;awaken / awakened;0;0;3;0
1807;3;discov;discover / discovered;1;0;2;0
1808;3;bitter;bitter / bitterness;1;2;0;0
1809;3;parri;parry / parried;2;0;1;0
1810;3;sack;sack / sacks;3;0;0;0
1811;3;bake;baking / baked;2;1;0;0
1812;3;label;label / labels;3;0;0;0
1813;3;russian;russian / russians;1;2;0;0
1814;3;tension;tension / tensions;3;0;0;0
1815;3;mate;mate / mates;1;1;1;0
1816;3;extermin;extermination / exterminator / exterminate;2;0;1;0
1817;3;judg;judge / judges;2;0;1;0
1818;3;detect;detection / detectives / detective;3;0;0;0
1819;3;jailer;jailer / jailers;3;0;0;0
1820;3;design;designing / designated / designs;1;0;2;0
1821;3;bestow;bestowed / bestowing / bestow;0;0;3;0
1822;3;crimin;criminal / criminals;1;2;0;0
1823;3;separ;separated / separate;0;1;2;0
1824;3;dagger;daggers / dagger;3;0;0;0
1825;3;crouch;crouches / crouching;0;0;3;0
1826;3;doorway;doorways / doorway;3;0;0;0
1827;3;cheer;cheering / cheers;2;0;1;0
1828;3;creat;created / creating / create;0;0;3;0
1829;3;mound;mound / mounds;2;0;1;0
1830;3;contempl;contemplate / contemplating;0;0;3;0
1831;3;alley;alley / alleys;3;0;0;0
1832;3;ceremoni;ceremony / ceremonial;2;1;0;0
1833;3;trial;trial / trials;3;0;0;0
1834;3;confin;confinement / confined;2;0;1;0
1835;3;cling;cling / clinging;0;0;3;0
1836;3;thrust;thrust / thrusting;1;0;2;0
1837;3;bomber;bombers / bomber;3;0;0;0
1838;3;scrambl;scrambling / scramble;0;1;2;0
1839;3;hound;hounds / hound;3;0;0;0
1840;3;gain;gain / gained;2;0;1;0
1841;3;shove;shove / shoved;1;0;2;0
1842;3;shoulder;shoulder / shoulders;3;0;0;0
1843;3;mention;mention / mentioned;2;0;1;0
1844;3;absolut;absolute / absolutely;0;1;0;2
1845;3;fix;fix / fixed;0;0;3;0
1846;3;sear;sears / searing;0;1;2;0
1847;3;enslav;enslaving / enslavers;1;0;2;0
1848;3;evid;evidence / evident;2;1;0;0
1849;3;settl;settle / settled;0;0;3;0
1850;3;prime;prime / primed;0;2;1;0
1851;3;sweep;sweep / sweeps;1;0;2;0
1852;3;timeless;timeless;2;1;0;0
1853;3;core;core;3;0;0;0
1854;3;manacl;manacled;0;3;0;0
1855;3;cure;cure;3;0;0;0
1856;3;sixteen;sixteen;0;1;2;0
1857;3;venom;venom;3;0;0;0
1858;3;sown;sown;0;1;2;0
1859;3;elder;elders;3;0;0;0
1860;3;plug;plug;3;0;0;0
1861;3;cute;cute;2;1;0;0
1862;3;drip;dripping;0;0;3;0
1863;3;filth;filth;3;0;0;0
1864;3;heavenli;heavenly;0;0;0;3
1865;3;dice;dice;3;0;0;0
1866;3;embrac;embrace;1;0;2;0
1867;3;wors;worse;0;3;0;0
1868;3;yearn;yearning;2;0;1;0
1869;3;cellar;cellar;1;2;0;0
1870;3;eighteen;eighteen;0;2;1;0
1871;3;doth;doth;1;0;2;0
1872;3;molten;molten;1;2;0;0
1873;3;politician;politicians;3;0;0;0
1874;3;wither;withered;0;2;1;0
1875;3;spine;spine;3;0;0;0
1876;3;hangman;hangman;3;0;0;0
1877;3;mon;mon;1;2;0;0
1878;3;wife;wife;3;0;0;0
1879;3;calm;calm;1;1;1;0
1880;3;underneath;underneath;0;1;0;2
1881;3;coat;coat;3;0;0;0
1882;3;poetri;poetry;3;0;0;0
1883;3;presenc;presence;3;0;0;0
1884;3;skeleton;skeletons;3;0;0;0
1885;3;curtain;curtain;3;0;0;0
1886;3;asham;ashamed;0;0;3;0
1887;3;awhil;awhile;0;1;0;2
1888;3;code;code;3;0;0;0
1889;3;stun;stun;3;0;0;0
1890;3;saniti;sanity;3;0;0;0
1891;3;hush;hush;2;1;0;0
1892;3;telephon;telephone;3;0;0;0
1893;3;incant;incantations;3;0;0;0
1894;3;dim;dim;1;0;1;1
1895;3;beer;beer;3;0;0;0
1896;3;food;food;3;0;0;0
1897;3;melodi;melody;3;0;0;0
1898;3;strongest;strongest;0;3;0;0
1899;3;western;western;0;3;0;0
1900;3;8;8;0;0;0;3
1901;3;roof;roof;3;0;0;0
1902;3;aid;aid;3;0;0;0
1903;3;firehead;firehead;3;0;0;0
1904;3;reaction;reaction;3;0;0;0
1905;3;blew;blew;0;0;2;1
1906;3;livin;livin;3;0;0;0
1907;3;alight;alight;0;2;1;0
1908;3;alreadi;already;0;0;0;3
1909;3;hypnotis;hypnotised;0;2;1;0
1910;3;decis;decision;3;0;0;0
1911;3;famili;family;3;0;0;0
1912;3;annica;annica;1;1;0;1
1913;3;hurri;hurry;2;1;0;0
1914;3;forgiven;forgiven;0;0;3;0
1915;3;singer;singer;3;0;0;0
